Route,Count
payyannur pottenplave,2
pottenplave payyannur,1
pottenplave kannur,1
pottenplave thaliparamba,4
thaliparamba pottenplave,2
thaliparamba pottenplave (stay),4
thenmala nedumangad,1
kasargod bevoori,6
bevoori kasargod,4
tvm medical college kottiyam,9
kottiyam tvm medical college,10
kottiyam thiruvananthapuram,4
thiruvananthapuram kottiyam,5
attingal kaniyapuram,9
kaniyapuram attingal,8
kayamkulam oachira,6
cherthala muhamma (stay),28
panmana thiruvananthapuram,1
kollam kaliyikkavila,1
karakonam kattakkada,4
kattakkada karakonam,4
kaliyikkavila mannadi,1
mannadi kaliyikkavila,1
kaliyikkavila kallimoodu,1
kallimoodu vellarada,1
vellarada east fort,6
changanassery champakulam (stay),32
champakulam kottayam,1
kokkadu kottarakkara railway station,32
kottarakkara railway station kokkadu,32
kottarakkara venchempu,2
venchempu kottarakkara,2
kottarakkara thalachira pally,2
thalachira pally kottarakkara,2
kokkadu etc,1
etc chakkuvarakkal,2
chakkuvarakkal kollam,1
kottarakkara pattazhy,39
pattazhy kottarakkara,40
vizhinjam chowara,1
chowara thiruvananthapuram,4
thiruvananthapuram chowara,3
tvm medical college chowara,1
chowara tvm medical college,1
chappath secretariat,1
pathanapuram kottarakara,45
erattupetta thalanadu,12
pala thalanadu,2
panamkuzhy thrippunithura,1
thrippunithura panamkuzhy,1
thrippunithura perumbavoor,7
kakkanad thrippunithura,1
thrippunithura kakkanad,1
panamkuzhy aluva,1
aluva chettinada,1
chettinada perumbavoor,1
perumbavoor chettinada,2
chettinada aluva,1
chettinada vazhakulam,1
vazhakulam perumbavoor,4
panamkuzhy perumbavoor,1
kurudankadavu kozhikkode,1
perumbavoor kavumpuram,3
vadakara kozhikkode,17
kavumpuram thrippunithura,2
kozhikkode nadapuram,1
chathannoor attingal,3
kollam (chinnakada) parippally,18
changanassery chathurthyakary,5
chathurthyakary changanassery,5
kayamkulam kottayam medical college,14
kottayam medical college kayamkulam,18
kottayam medical college karunagappally,16
padannakkara thalassery,6
karippoor sulthan bathery,18
muthuvila karettu,1
cherikkal adoor,2
pandalam nooranadu,1
pandalam pallickal,1
pallickal pandalam,1
nooranadu pandalam,1
pandalam erumely,1
erumely pandalam,2
adoor erumely,2
pandalam karunagappally,1
pandalam oachira,2
oachira pandalam,1
karunagappally pandalam,1
harippad pandalam,3
pandalam harippad,2
thrissur chengannur,1
chengannur thiruvananthapuram,8
chengannur kanyakumari,1
kanyakumari thiruvananthapuram,6
thiruvananthapuram kanyakumari,8
kanyakumari chengannur,1
ernakulam adoor,1
changanassery mavelikara,8
kayamkulam mavelikara,7
changanassery karunagappally,9
vadakara kurudankadavu,2
kurudankadavu vadakara,1
vadakara chuzhali,2
chuzhali vadakara,1
chuzhali nadapuram,1
nadapuram kokri (stay),1
kozhikkode vadakara,14
iritty kozhikkode,1
thalassery thettummal,1
thettummal thalassery,2
kolayad thettummal,1
cheruvanchery nillangal (stay),1
nillangal thalassery,1
thalassery sasthri nagar,1
sasthri nagar thalassery,1
thalassery thrikkadaripoyil,1
thrikkadaripoyil thalassery,1
thrikkadaripoyil koothuparamba,1
koothuparamba thrikkadaripoyil,1
thottilpalam mananthavady,5
mananthavady vadakara,8
kottayam kavalam,16
padappakkara kundara,12
padappakkara karungappally,1
karungappally padappakkara,2
kollam ashtamudi,4
kollam (chinnakada) ashtamudi,8
ashtamudi kollam (chinnakada),6
ashtamudi kollam,3
kollam ashtamudi (stay),5
ashtamudi karunagappally,1
ashtamudi oachira,1
karunagappally ashtamudi,1
ashtamudi asramam esi,1
ashtamudi punalur,1
punalur ashtamudi,1
kollam prakkulam,7
kollam (chinnakada) prakkulam,15
prakkulam kollam (chinnakada),12
vizhinjam kaliyikkavila,2
east fort vizhinjam,12
kottayam adoor,13
adoor kottayam,11
pathanamthitta changanassery,11
changanassery pathanamthitta,9
puthoor enath,5
enath puthoor,4
kottarakkara muttom,3
punalur muttom,1
muttom kottarakkara,2
muttom kollam,1
muttom nedumankavu,1
kottarakkara ummannoor,4
ummannoor kottarakkara,3
thiruvananthapuram santhigiri ashram (stay),1
santhigiri ashram thiruvananthapuram,1
thiruvananthapuram karoor,1
karoor kazhakkoottam,1
kazhakkoottam kaniyapuram,1
pothencode tvm medical college,1
tvm medical college lakshmi vilasam h.s,1
lakshmi vilasam h.s kazhakkoottam,1
thiruvananthapuram kaniyapuram,12
perumathura puthukurichy (stay),2
pallithura perumathura,1
perumathura pallithura,1
kaniyapuram perumathura,12
kazhakkoottam nedumangad,2
nedumangad kazhakkoottam,3
nedumangad st xaviers college,2
st xaviers college nedumangad,2
kottukunnam moozhy,1
moozhy attingal,1
bhoothamadakki nedumangad,1
nedumangad bhoothamadakki,1
kallara nedumangad,7
nedumangad varkala temple,1
ponmudi varkala temple,1
varkala temple ponmudi,1
varkala temple venjaramoodu,1
jilla krishi thottam thiruvananthapuram,4
kilimanoor nedumangad,9
chirayinkeezhu kaniyapuram,11
chirayinkeezhu perumathura,3
pallikkal kollam civil station,1
kollam civil station attingal,37
kottiyam pallikkal,2
perumathura attingal,1
thiruvambady munnar,1
munnar thiruvambady,1
thiruvambady mysore,1
thrissur mysore,4
mysore thrissur,4
thrissur chamarajanagar,1
chamarajanagar thrissur,1
cherthala thirunelli temple,1
thirunelli temple cherthala,1
sulthan bathery punalur,2
punalur sulthan bathery,2
thiruvananthapuram ernakulam (chill bus),79
kasaragod thrissur,1
kasaragod guruvayoor,1
thrissur kasaragod,1
muvattupuzha thekkady,1
thekkady muvattupuzha,1
agri farm thiruvananthapuram,3
thiruvananthapuram jilla krishi thottam,1
agrifarm palode,3
east fort agrifarm,1
nedumangad agrifarm,2
agrifarm nedumangad,2
agrifarm vithura,1
nedumangad jilla krishi thottam,2
jilla krishi thottam nedumangad,1
punalur kulathupuzha,9
all saints college attingal,1
all saints college kaniyapuram,1
thiruvananthapuram all saints college,1
pathanapuram kottarakkara,11
thennoor palode,5
palode mankayam,2
mankayam tvm medical college,1
tvm medical college idinjar,1
idinjar nedumangad,1
thiruvananthapuram kulathupuzha,17
kulathupuzha thiruvananthapuram,14
kulathupuzha nedumangad,8
nedumangad kulathupuzha,11
nedumangad madathara,5
palode thenmala,1
thenmala thiruvananthapuram,3
thiruvananthapuram peringamala,7
thiruvananthapuram madathara,3
thiruvananthapuram iqbal college,1
thennoor thiruvananthapuram,8
iqbal college thiruvananthapuram,1
palode thennoor,3
palode jilla krishi thottam,3
jilla krishi thottam palode,1
neyyatinkara vlavetty (stay),1
kuruthancode thiruvananthapuram,3
chembakappara thiruvananthapuram,1
paruthippally kattakkada,1
thiruvananthapuram kuruthancode,3
kuruthancode kattakkada,13
nedumangad chempazhanthy,2
attingal all saints college,1
kozhikkode bangalore,13
bangalore kozhikkode,12
vadakara bangalore,2
bangalore vadakara,2
sulthan bathery coimbatore,2
coimbatore sulthan bathery,2
sulthan bathery parassinikadavu,2
parassinikadavu sulthan bathery,2
sulthan bathery thalassery,1
thalassery sulthan bathery,1
vazhichal vellarada,2
punalur urukunnu,1
urukunnu punalur,1
thenmala aliyattukunnu,1
aliyattukunnu punalur,1
punalur pattazhy temple,13
pattazhy temple punalur,14
punalur nethaji,1
nethaji punalur,1
thenmala kunnikode,1
kunnikode punalur,2
punalur maloor college,2
maloor college punalur,2
parippally prakkulam,1
kottiyam prakkulam,1
prakkulam punalur,2
east fort parassala,2
adoor chengannur,27
charummoodu chengannur,2
chengannur charummoodu,2
chengannur mankamkuzhy,3
mankamkuzhy chengannur,1
mankamkuzhy kottayam,1
mankamkuzhy changanassery,1
chengannur ettumanoor,2
ettumanoor chengannur,1
ettumanoor adoor,1
prakkulam kollam,4
kollam prakkulam (stay),8
prakkulam attingal,1
attingal prakkulam,1
prakkulam parippally,1
angamoozhy ernakulam,2
munnar rajakumari (stay),1
rajakumari ernakulam,1
ummannoor kundra,1
kundra kottarakkara,1
kottarakkara pattazhy temple,41
pattazhy temple kottarakkara,41
pattazhy temple kollam,1
kottarakkara valakom,2
valakom kottarakkara,2
kottarakkara pathanapuram,13
pathanapuram kollam,15
kumbalam kottarakkara,4
cherthala puthenkavu,2
arthunkal kalavoor,1
arthunkal kanjikkuzhy,1
kottayam arthunkal,1
cherthala arthunkal (stay),6
alappuzha arthunkal,9
arthunkal alappuzha,8
kalavoor varanad temple,1
kumbalangy alappuzha,1
cherthala cherthala (circular),2
cherthala arookutty (stay),2
arookutty cherthala,1
high court poochakkal,1
poochakkal high court,2
cherthala kalamassery,1
kalamassery cherthala,1
aroor temple cherthala,5
cherthala munnar,1
prakkulam kottarakkara,2
chathanoor pallikkal,1
thiruvananthapuram kattappana (minnal deluxe),9
pallikkal kottiyam,1
chathanoor kilimanoor,1
kilimanoor kollam (chinnakada),3
kottiyam perumon,1
aluva elenthikkara,2
elenthikkara aluva,2
aluva puthenvelikara,2
changanassery kavalam lisio,39
coimbatore erattupetta,1
mundakayam kozhikkode,1
kozhikkode erattupetta,1
pala thenkasi,1
thenkasi erattupetta,1
erattupetta teekoy,3
teekoy kottayam,3
thiruvalla vamanapuram,2
vamanapuram arattukadavu,1
arattukadavu vamanapuram,1
vamanapuram chenganoor,2
changanassery thiruvanvandoor,1
thiruvanvandoor changanassery,2
manimala mannarasala,1
adivaaram kozhikkode,38
thiruvananthapuram thenmala,5
adoor valakom,1
valakom etc,1
chakkuvarakkal kundara,1
kumily thengakkal,2
vandiperiyar thengakkal,10
thuruthippuram ernakulam vytilla,1
chalakkudy mundakayam,1
mundakayam thrissur,2
mananthavady mananthavady (circular),54
thottilpalam vadakara,7
mallappally kozhencherry,7
thrippunithura kavumpuram,4
thrippunithura infopark,1
infopark thrippunithura,1
ranny erumely,3
erumely ranny,3
vechoochira valiyakavu,1
karettu kallara,1
kulathupuzha attingal,1
attingal kulathupuzha,1
thodupuzha kottayam medical college,55
venmany kottayam medical college,2
kottayam medical college thodupuzha,65
thodupuzha devikulam,1
thodupuzha adimaly,3
devikulam thodupuzha,1
adimaly thodupuzha,3
thiruvananthapuram chengannur,8
chakkulathukavu kottayam,3
adoor chadayamangalam,6
ernakulam kanyakumari,2
kanyakumari ernakulam,2
pulpally kozhikkode,7
ernakulam madurai,1
madurai ernakulam,1
kozhikkode seetha mount,1
ernakulam coimbatore ( by pass rider ),3
seetha mount pulpally,1
pulpally sulthan bathery,11
kalpetta pulpally,6
thuravoor thoppumpady,1
kozhikkode perikkallur,3
perikkallur kozhikkode,6
maniyarankudy thodupuzha,1
kattappana mukkathankada,1
mukkathankada kattappana,1
chathanoor kottiyam,3
kottiyam chathanoor,1
chathnaoor thiruvananthapuram,1
olippara vadakkenchery,1
olippara nenmara,1
nenmara olippara,1
vadakkenchery kozhikkode,2
chittoor depot pudunagaram,2
pudunagaram coimbatore,1
coimbatore pudunagaram,1
coimbatore kollengode,2
thamarassery sulthan bathery,2
iqbal college sasthamnada,1
nedumangad poovakode,2
karunagappally mavelikara,5
karunagappally thiruvalla,2
harippad pathanamthitta,23
pandalam mavelikara,1
anakkatty guruvayoor,1
mannarkad ernakulam jetty,1
ernakulam jetty mannarkad,1
ambalamukku anchal,2
muvattupuzha oonnukal,6
muvattupuzha oonnukal (stay),7
oonnukal muvattupuzha,7
adivad muvattupuzha,2
muvattupuzha adivad,1
thaliparamba therandy,3
parassinikadavu therandy,1
therandy thaliparamba,3
therandy kannur,1
kannur kanjirakolli,1
kanjirakolli kannur,1
kanjirakolli thaliparamba,1
thaliparamba kanjirakolli,1
kallara tvm medical college,4
kilimanoor anchal,1
anchal kilimanoor,4
kayamkulam pavumba (stay),8
anchal kallara,1
kallara anchal,1
deviyar colony mankulam,1
mankulam adimaly,2
adimaly mankulam,1
thiruvananthapuram ponnani,5
ponnani kozhikkode,3
ernakulam ponnani,2
ponnani coimbatore,3
coimbatore ponnani,3
ponnani parumala church,1
parumala church ponnani,1
ponnani vytilla hub,1
kavumpuram karimughal,1
muvattupuzha kozhikkode,1
kozhikkode muvattupuzha,1
thodupuzha thrissur,9
thrissur thodupuzha,8
thrissur puthenvelikara,1
puthenvelikara mala,1
mala kochukadavu,1
poovakode nedumangad,1
thiruvananthapuram thenkasi,12
thenkasi thiruvananthapuram,12
vaikkom koothattukulam,5
vaikkom kottayam,19
venjaramoodu kaniyapuram,1
nedumangad nagara (stay),1
kaniyapuram manakattumoola,3
nedumangad neyyar dam,1
sasthamnada thiruvananthapuram,1
neyyar dam nedumangad,1
kottayam vaikkom,21
chellanchy peroorkada,1
kaniyapuram muttukonam,1
sulthan bathery perikkallur,4
karimughal perumbavoor,1
koothattukulam kottayam,14
murikkassery kattappana,5
kattappana murikkassery,5
thiruvalla ramankari,3
ramankari thiruvalla,3
thiruvalla alappuzha,87
thiruvalla chumathra,1
chumathra chakkulathukavu,1
chakkulathukavu changanassery,1
thiruvalla cheriazheekkal,1
thiruvalla cheriazheekkal (stay),2
cheriazheekkal changanassery,1
cheriazheekkal kottayam,1
thiruvalla pampady,2
pampady parumala pally,1
parumala pally pampady,1
parumala pally kottayam,1
kottayam parumala pally,1
pampady thiruvalla,1
thiruvalla othera,6
vilakkupara aliyattukunnu,1
aliyattukunnu vilakkupara,1
iruloor thiruvananthapuram,1
iruloor tvm medical college,1
tvm medical college iruloor,1
thiruvananthapuram iruloor,1
tvm medical college venjarammoodu,1
venjarammoodu tvm medical college,1
panappamkunnu paravur,1
paravur kilimanoor,1
parippally panappamkunnu,1
panappamkunnu parippally,1
kilimanoor varkala,1
varkala nilamel,1
thiruvananthapuram kallambalam,1
palode parippally,2
palode pallikkal,1
parippally palode,2
mukkam kozhikkode,7
mala kodungallur,31
thrissur kochukadavu,1
kochukadavu aluva,1
alappuzha thodupuzha,14
nedumangad kilimanoor,8
kilimanoor ayoor,3
ayoor venjaramoodu,1
nedumangad anchal,1
ponmudi vithura,1
nedumangad ponmudi,1
kallar nedumangad,4
nedumangad kallar,4
vytilla hub kottayam,11
vytilla hub vaikkom,16
kadakkal parippally,4
madathara kottiyam,2
kottiyam madathara,2
thuruth aluva,2
thiruvananthapuram vazhichal,1
kattakkada pantha (stay),3
pantha thiruvananthapuram,1
mananthavady sulthan bathery,32
kulathupuzha tvm medical college,3
ponnani ernakulam jetty,4
ernakulam jetty ponnani,6
ponnani tirur,45
kayamkulam mallappally,4
mallappally thakazhy temple,5
thakazhy temple changanassery,5
thiruvananthapuram kollamkonam (stay),109
kollamkonam nellimoodu,1
thiruvananthapuram nellimoodu convent,9
nellimoodu convent thiruvananthapuram,8
oorambu vizhinjam,1
vizhinjam oorambu,1
piravom pala,4
varanad temple cherthala,3
alappuzha varanad temple,1
varanad temple alappuzha,1
cherthala thycattussery,3
thycattussery alappuzha,2
sulthan bathery ambalavayal,37
arthissery thiruvalla,2
ambalavayal sulthan bathery,37
thiruvalla arthissery,2
changanassery arthissery,1
neyyattinkara punnakkad,2
punnakkadu neyyattinkara,2
punnakkadu thiruvananthapuram,4
punnakkadu tvm medical college,1
tvm medical college punnakkadu,1
thiruvananthapuram punnakkadu,4
pozhiyoor kattakkada,4
kattakkada pozhiyoor,4
bhaskar nagar thiruvananthapuram,4
thiruvananthapuram bhaskar nagar,4
chempazhanthy nedumangad,2
thiruvananthapuram murukkumpuzha,1
nedumangad chullimanoor,2
chullimanoor east fort,2
east fort manickappuram,2
manickappuram east fort,1
manickappuram nedumangad,3
nedumangad manickappuram,2
tvm medical college cheppilode,2
vytilla hub alappuzha,2
guruvayoor kumily,1
kumily guruvayoor,1
kollam kumily,1
nedumangad sulthan bathery,1
kanhangad cherupuzha,6
cherupuzha kasaragod,1
kanhangad chittarikal,1
chittarikal kanhangad,3
cherupuzha kanhangad,4
padam thiruvananthapuram,1
vaikkom ernakulam,17
ernakulam vaikkom,15
mithirmala venjaramoodu,1
venjaramoodu mithirmala,1
angamaly thoppumpady,2
thoppumpady angamaly,2
angamaly manjanikkara,1
manjanikkara thrissur,1
adoor ranny,1
ranny mundakayam,1
chunkapara mallappally,3
kottayam mallappally,10
kalpetta meppadi,5
meppadi kalpetta,5
mukkamkunnu kalpetta,1
kalpetta mukkamkunnu,1
kalpetta kozhikkode,13
mananthavady pulpally (stay),33
valat mananthavady,18
mananthavady valat,17
parassala karakonam,1
kasaragod kanhangad,68
kalikavu perinthalmanna,4
perinthalmanna kalikavu,4
perinthalmanna pariyapuram,2
pariyapuram perinthalmanna,2
kozhikkode vadakkencherry,1
palakkad vadakkencherry,16
vadakkencherry thrissur,6
vadakkencherry pattambi,1
alappuzha eattu purakkal,3
manjeri vazhikkadavu,3
vazhikkadavu manjeri,2
nilambur thelpara,3
thelpara perinthalmanna,1
thelpara nilambur,1
perinthalmanna vazhikkadavu,6
vazhikkadavu perinthalmanna,5
mundakai kurumbalakotta,1
kurumbalakotta kalpetta,1
mundakai mananthavady,1
kalpetta puttad,1
puttad meppadi,1
meppadi puttad,1
puttad mananthavady,1
mananthavady puttad,1
puttad meenangadi,1
meenangadi kalpetta,1
kalpetta sulthan bathery,10
enjapuri thiruvananthapuram,1
aryanad puruthippara,1
puruthippara nedumangad,1
nedumangad puruthippara,2
puruthippara thiruvananthapuram,2
thiruvananthapuram puruthippara,1
puruthippara kattakkada,1
meenankal kattakkada,2
kattakkada vallimangalam,1
vallimangalam thiruvananthapuram,1
thiruvananthapuram enjapuri,1
enjapuri aryanad,1
palakkad guruvayoor,47
maniyur vadakara,13
poviyarvila thiruvananthapuram,1
nedumbassery airport malappuram,4
malappuram nedumbassery airport,5
thodupuzha alappuzha,11
kottayam alappuzha,49
alappuzha kottayam,51
bangalore kannur,4
kannur bangalore,4
bangalore kanhangad,1
kanhangad bangalore,1
bangalore thalassery,2
thalassery bangalore,2
neyyattinkara hospital jn kallimoodu,3
kallimoodu neyyattinkara hospital jn,2
kallimoodu thiruvananthapuram,1
neyyatinkara kadukara,5
kadukara neyyatinkara,5
neyyatinkara kodankara,3
kodankara neyyatinkara,1
kodankara neyyatinkara railway station,2
neyyatinkara railway station poovar,1
neyyatinkara neyyar dam,1
neyyar dam neyyatinkara,1
mananthavady narokadavu,7
narokadavu mananthavady,7
mayyanad attingal,1
cherthala chellanam,16
manappally kayamkulam,1
kayamkulam manappally,1
chirakkal temple kayamkulam,2
kayamkulam thamarakulam,9
kayamkulam thamarakulam (stay),11
thamarakulam kayamkulam,10
thamarakulam oachira,1
oachira vallikunnam,1
kayamkulam pachakkad,1
pachakkad kayamkulam,1
andhakaranazhy alappuzha,9
kalavoor andhakaranazhy,1
andhakaranazhy kottayam,1
vaikkom eattu purakkal,1
thoppumpady eramalloor,1
eramalloor thoppumpady,1
cherthala menaka,2
menaka puthenkavu,1
puthenkavu thoppumpady,1
thoppumpady perumbalam,1
perumbalam thoppumpady,1
cherthala kumbalangy,3
padinjarethara kozhikkode,1
padinjarethara dam (banasurasagar) kozhikkode,2
kozhikkode padinjarethara dam (banasurasagar),1
mananthavady mullenkolly (stay),1
mullenkolly kozhikkode,1
mundakai kozhikkode,2
alappuzha chirayakam,2
chirayakam vandanam medical college,2
vandanam medical college chirayakam,2
chirayakam alappuzha,2
kayamkulam ambalappuzha,38
ambalappuzha chirayakam,13
chirayakam thottappally,1
mundakayam pathanamthitta,4
kollam pathanamthitta,51
pathanapuram sulthan bathery,1
sulthan bathery pathanapuram,1
pathanamthitta mundakayam,3
pathanapuram ernakulam,1
chempazhanthy anchal,1
kilimanoor kattampally (stay),1
kattampally attingal,2
attingal kattampally,1
pathanapuram kokkadu,2
fort kochi cherthala,3
attingal kollam civil station,34
